location,bedrooms,bathrooms,toilets,area_sqm,type,price_naira,source
Airport Junction Ajao Estate Isolo Lagos,2.0,2.0,,,Flat Apartment FOR Rent,3500000,npc_mainland
"Valley View, Egbeda Alimosho Lagos",2.0,2.0,,,Flat Apartment FOR Rent,2200000,npc_mainland
Remax Estate Merian Abule Egba Lagos,2.0,,,,Flat Apartment FOR Rent,1200000,npc_mainland
"Ilasa, Iyana Isolo Isolo Lagos",,,,,Commercial Property FOR Rent,4500,npc_mainland
Magodo Gra Phase 2 Kosofe/ikosi Lagos,3.0,3.0,,,Flat / Apartment FOR SHORTLET,140000,npc_mainland
Dopemu Cement Ikeja Dopemu Agege Lagos,2.0,3.0,,,Flat Apartment FOR Rent,3000000,npc_mainland
Ikeja Gra Ikeja Lagos,2.0,,,,Flat Apartment FOR Rent,10000000,npc_mainland
"Valle Viejo Estate, Egbeda Alimosho Lagos",2.0,2.0,,,Flat Apartment FOR Rent,1800000,npc_mainland
Ajao Estate Isolo Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1700000,npc_mainland
Airport Junction Ajao Estate Isolo Lagos,2.0,2.0,,,Flat Apartment FOR Rent,3500000,npc_mainland
Harmony Estate Iyanaipaja Egbeda Alimosho Lagos,1.0,1.0,,,Flat Apartment FOR Rent,600000,npc_mainland
Anino Ajayi Estate Agbele Ekoro Abulegba Egbeda Alimosho Lagos,2.0,2.0,,,Flat Apartment FOR Rent,3000000,npc_mainland
Awuse Estate Opebi Ikeja Lagos,4.0,,,,House FOR Rent,15000000,npc_mainland
"Awuse Estate, Opebi Ikeja Lagos",4.0,,,,House FOR Rent,18000000,npc_mainland
Shobowale Street Iyanaipaja Egbeda Alimosho Lagos,1.0,1.0,,,Flat Apartment FOR Rent,500000,npc_mainland
Alakuko Abule Egba Lagos,,,,,Flat Apartment FOR Rent,800000,npc_mainland
Cement Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,900000,npc_mainland
"Heritage Estate Aboru Iyanaipaja, Egbeda Alimosho Lagos",1.0,2.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
Fagba Fagba Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,npc_mainland
Anino Ajayi Estate Agbele Ekoro Abulegba Egbeda Alimosho Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
Magodo Gra Phase 2 Kosofe Ikosi Lagos,4.0,,,,House FOR Rent,18000000,npc_mainland
Magodo Brooks Ojodu Lagos,5.0,,,,House FOR Rent,20000000,npc_mainland
Oniwayi Cement Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,900000,npc_mainland
Cement Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1300000,npc_mainland
Cement Agege Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,npc_mainland
Akinola Aboru Iyanapipaja Walkable To The Bustop Egbeda Alimosho Lagos,2.0,2.0,,,Flat Apartment FOR Rent,1500000,npc_mainland
Peace Estate Aboru Egbeda Alimosho Lagos,2.0,2.0,,,Flat Apartment FOR Rent,1200000,npc_mainland
Oregun Ikeja Lagos,,,,,Commercial Property FOR Rent,14000000,npc_mainland
Apapa Ilassa Express Way Oshodi Expressway Oshodi Lagos,,,,,Commercial Property FOR Rent,45000,npc_mainland
Harmony Estate Iyanaipaja Egbeda Alimosho Lagos,1.0,1.0,,,Flat Apartment FOR Rent,600000,npc_mainland
Off Adebowale Ojodu Lagos,3.0,,,,Flat Apartment FOR Rent,4000000,npc_mainland
Okeira Ifako Ogba Ogba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,1600000,npc_mainland
Okeira Ifako Ogba Ogba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
Okeira Ajayi Road Ogba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,5000000,npc_mainland
Obawole Ifako Ogba Ogba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,3000000,npc_mainland
Okeira Ajayi Road Ogba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,npc_mainland
Obawole Ifako Ogba Ogba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
Ifako Gbagada Gbagada Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1100,npc_mainland
Allen Avenue Ikeja Lagos,3.0,2.0,,,House FOR Rent,4500,npc_mainland
Ikeja Gra Ikeja Lagos,4.0,5.0,,,House FOR Rent,25000000,npc_mainland
Adekunle Yaba Lagos,,,,,Commercial Property FOR Rent,3500000,npc_mainland
Alagomeji Yaba Lagos,2.0,3.0,,,Flat Apartment FOR Rent,5000000,npc_mainland
Randle Avenue Surulere Lagos,1.0,2.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
Kfarms Ogba Lagos,1.0,2.0,,,Flat Apartment FOR Rent,1800000,npc_mainland
Olaniyi Road New Oko Oba Abule Egba Lagos,1.0,2.0,,,House FOR Rent,1200000,npc_mainland
"Hamadiya, Ojokoro Abule Egba Lagos",2.0,3.0,,,House FOR Rent,1800000,npc_mainland
Olaniyi New Oko Oba Abule Egba Lagos,2.0,3.0,,,House FOR Rent,1500000,npc_mainland
Off Jibowu New Oko Oba Abule Egba Lagos,2.0,3.0,,,House FOR Rent,2000000,npc_mainland
Olaniyi Street New Oko Oba Abule Egba Lagos,3.0,4.0,,,House FOR Rent,1800000,npc_mainland
Maplewood Estate Oko Oba Agege Lagos,2.0,3.0,,,House FOR Rent,5000000,npc_mainland
"Eze Estate, Aboru Ayobo Ipaja Lagos",3.0,4.0,,,House FOR Rent,2500000,npc_mainland
Olaniyi Road New Oko Oba Abule Egba Lagos,1.0,2.0,,,Flat Apartment FOR Rent,900000,npc_mainland
Allen Avenue Ikeja Lagos,,,,,Commercial Property FOR Rent,8000000,npc_mainland
Opebi Ikeja Lagos,,,,,Commercial Property FOR Rent,20000000,npc_mainland
Oregun Ikeja Lagos,,,,,Commercial Property FOR Rent,20000000,npc_mainland
Pedro Road Shomolu Lagos,,,,,Commercial Property FOR Rent,2500000,npc_mainland
Ojuelegba Surulere Lagos,3.0,3.0,,,Flat Apartment FOR Rent,5000000,npc_mainland
Abule Oja Yaba Lagos,,,,,Flat Apartment FOR Rent,800000,npc_mainland
Omole Phase 2 Ojodu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
Ojodu Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4000000,npc_mainland
Pedro Road Shomolu Lagos,,,,,Commercial Property FOR Rent,3000000,npc_mainland
Deeper Life Church Axis Ifako Gbagada Gbagada Lagos,,,,,Flat Apartment FOR Rent,1000000,npc_mainland
Folagoro Akoka Yaba Lagos,,,,,Commercial Property FOR Rent,2000000,npc_mainland
Off Adelabu Adelabu Surulere Lagos,,,,,Commercial Property FOR Rent,2000000,npc_mainland
Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
Ojodu Lagos,3.0,3.0,,,Flat Apartment FOR Rent,3000000,npc_mainland
Bode Thomas Surulere Lagos,,,,,Commercial Property FOR Rent,5000000,npc_mainland
Off College Road Ogba Lagos,4.0,4.0,,,Flat Apartment FOR Rent,5000000,npc_mainland
Sweet Sensation Eatery Axis Alagomeji Yaba Lagos,,,,,Commercial Property FOR Rent,2500000,npc_mainland
College Road Ogba Bus Stop Ogba Lagos,,,,,Commercial Property FOR Rent,6000000,npc_mainland
Alagomeji Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,160000000,npc_mainland
Adekunle Yaba Lagos,,,,,Commercial Property FOR Rent,4000000,npc_mainland
Adekunle Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,900000,npc_mainland
Medina Gbagada Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
Alagomeji Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,4500000,npc_mainland
Ojodu Lagos,,,,,Commercial Property FOR Rent,2000000,npc_mainland
Gbagada Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,3000000,npc_mainland
Yaba Lagos,,,,,Flat Apartment FOR Rent,600000,npc_mainland
"Off College Road, Ogba Lagos",1.0,1.0,,,Flat Apartment FOR Rent,1500000,npc_mainland
"Olamide Baddo, Gbagada Phase 1 Gbagada Lagos",1.0,1.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
Ayoola Coker Gra Ikeja Ikeja Gra Ikeja Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,npc_mainland
Ayoola Coker Gra Ikeja Ikeja Gra Ikeja Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,npc_mainland
Ayoola Coker Ikeja Gra Ikeja Lagos,1.0,1.0,,,Flat Apartment FOR Rent,13000000,npc_mainland
Mobolaji Bank Anthony Way Ikeja Lagos,1.0,1.0,,,House FOR Rent,1000000,npc_mainland
Maryland Ikeja Lagos,5.0,,,,Commercial Property FOR Rent,15000000,npc_mainland
Idiroko Bus Stop Maryland Lagos,,,,650.0,Land FOR Rent,15000000,npc_mainland
Obafemi Awolowo Way Ikeja Lagos,,,,,Commercial Property FOR Rent,25000000,npc_mainland
Awolowo Way Ikeja Lagos,5.0,,,,House FOR Rent,18000000,npc_mainland
Ikeja Lagos,3.0,,,,Commercial Property FOR Rent,75000000,npc_mainland
Ogba Bus Stop Ogba Lagos,2.0,,,,Commercial Property FOR Rent,2000000,npc_mainland
"Kirikiri Industrial Estate, Apapa Lagos",,,,847.0,Land FOR Rent,139617500,npc_mainland
"Hughes Avenue, Alagomeji Yaba Lagos",,,,,Commercial Property FOR Rent,80000,npc_mainland
Omole Phase 1 Ikeja Lagos Ikeja Lagos,5.0,6.0,,,House FOR SALE,600000000,npc_mainland
Ogba Bus Stop Ogba Lagos,,,,,Commercial Property FOR Rent,9000000,npc_mainland
Magodo Brooks Estate Kosofe Ikosi Lagos,5.0,,,,House FOR Rent,20000000,npc_mainland
Ogba Bus Stop Ogba Lagos,,,,,Commercial Property FOR Rent,35000,npc_mainland
Oregun Ikeja Lagos,,,,,Commercial Property FOR Rent,20000000,npc_mainland
Ikeja Lagos,3.0,,,,Commercial Property FOR Rent,3000000,npc_mainland
Maryland Ikeja Lagos,1.0,,,,Flat Apartment FOR Rent,1000000,npc_mainland
Maryland Ikeja Lagos,2.0,,,,Flat Apartment FOR Rent,5000000,npc_mainland
Opebi Ikeja Lagos,,,,,Commercial Property FOR Rent,100000000,npc_mainland
"Adekunle Fajuyi Way, Ikeja Gra Ikeja Lagos",,,,,Commercial Property FOR Rent,150000000,npc_mainland
Anthony Village Maryland Lagos,3.0,,,,Commercial Property FOR Rent,12000000,npc_mainland
Ogba Bus Stop Ogba Lagos,,,,,Commercial Property FOR Rent,30000000,npc_mainland
Ikorodu Road Shomolu Lagos,4.0,,,,Commercial Property FOR Rent,6000000,npc_mainland
Ikeja Gra Ikeja Lagos,3.0,,,,Flat Apartment FOR Rent,20000000,npc_mainland
Obanikoro Shomolu Lagos,4.0,,,,House FOR Rent,12000000,npc_mainland
"Magodo Brooks Estate, Magodo Gra Phase 1 Ojodu Lagos",5.0,,,,House FOR Rent,20000000,npc_mainland
Anthony Village Maryland Lagos,3.0,,,,Commercial Property FOR Rent,60000000,npc_mainland
Ikeja Gra Ikeja Lagos,3.0,,,,Flat Apartment FOR Rent,20000000,npc_mainland
"Itele Close, Ayobo Ipaja Lagos",3.0,3.0,,,Flat Apartment FOR Rent,500000,npc_mainland
"Itele Close, Ayobo Ipaja Lagos",1.0,1.0,,,Flat Apartment FOR Rent,250000,npc_mainland
Itele Close Ayobo Ipaja Lagos,1.0,1.0,,,Flat Apartment FOR Rent,100000,npc_mainland
Idi Olowo Mushin Lagos,2.0,,,,Flat Apartment FOR Rent,2500000,npc_mainland
Jakande Estate Isolo Lagos,2.0,,,,House FOR Rent,2000000,npc_mainland
Shogunle Oshodi Lagos,1.0,,,,Flat Apartment FOR Rent,1000000,npc_mainland
Onike Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4000000,npc_mainland
Mafoluku Oshodi Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
Alagomeji Yaba Lagos,,,,,Flat Apartment FOR Rent,6000000,npc_mainland
Fagbile Estate Ijegun Ikotun Igando Lagos,1.0,1.0,,,Flat Apartment FOR Rent,800000,npc_mainland
Ikeja Gra Ikeja Lagos,,,,,Flat Apartment FOR Rent,18000000,npc_mainland
Bucknor Isolo Lagos,3.0,,,,Flat Apartment FOR Rent,2500000,npc_mainland
Bucknor Isolo Lagos,3.0,,,,House FOR Rent,2000000,npc_mainland
Isheri Osun After Bucknor Bucknor Isolo Lagos,1.0,1.0,,,Flat Apartment FOR Rent,800000,npc_mainland
"K Farm Estate, Ogba Lagos",1.0,1.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
Kudeibu Estate Ijegun Ikotun Igando Lagos,1.0,1.0,,,Flat Apartment FOR Rent,700000,npc_mainland
Jakande Estate Isolo Lagos,,,,,House FOR Rent,4000000,npc_mainland
Off Mass Burial Road Oke Afa Isolo Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,npc_mainland
"Off Market Road, Shomolu Lagos",,,,,Flat Apartment FOR Rent,1000000,npc_mainland
Idi Olowo Mushin Lagos,1.0,,,,Flat Apartment FOR Rent,1500000,npc_mainland
Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4500000,npc_mainland
Anthony Village Maryland Lagos,,,,,House FOR Rent,3000000,npc_mainland
Magodo Gra Phase 2 Kosofe/ikosi Lagos,3.0,3.0,,,Flat / Apartment FOR SHORTLET,140000,npc_mainland
Mende Maryland Lagos,3.0,,,,Flat Apartment FOR Rent,6000000,npc_mainland
"Sabo Alagomej, Yaba Lagos",3.0,3.0,,,Commercial Property FOR Rent,6000000,npc_mainland
"By Herbert Macaulay Way, Yaba Lagos",,,,,Commercial Property FOR Rent,1500000,npc_mainland
"Alagomeji Sabo, Yaba, Lagos Sabo Yaba Lagos",,,,,Commercial Property FOR Rent,8500000,npc_mainland
Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,4500000,npc_mainland
Yaba Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,npc_mainland
Yaba Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
Yaba Lagos,,,,,Flat Apartment FOR Rent,1000000,npc_mainland
"Off Herbert Macaulay Way, Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,3000000,npc_mainland
Surulere Lagos,4.0,,,,House FOR Rent,10000000,npc_mainland
"Directly Facing A Busy Road, Yaba Lagos",,,,,Commercial Property FOR Rent,6000000,npc_mainland
"Sabo Alagomeji Yaba, Lagos Alagomeji Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,5500000,npc_mainland
"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",3.0,3.0,,,Flat Apartment FOR Rent,8000000,npc_mainland
"Off Herbert Macaulay Way, Yaba ,lagos. Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
"Alagomeji, Yaba, Lagos Alagomeji Yaba Lagos",,,,,Flat Apartment FOR Rent,1500000,npc_mainland
"By Herbert Macaulay Way, Yaba Lagos",,,,,Commercial Property FOR Rent,5000000,npc_mainland
"By Herbert Macaulay Way, Yaba, Lagos Yaba Lagos",,,,,Commercial Property FOR Rent,1000000,npc_mainland
"Olufunmilola Okikiolu Street By Toyin Street, Ikeja Toyin Street Ikeja Lagos",3.0,2.0,,,Commercial Property FOR Rent,5000000,npc_mainland
"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,4000000,npc_mainland
"Along Commercial Avenue, Sabo Yaba Lagos",,,,,Commercial Property FOR Rent,2000000,npc_mainland
"Facing A Busy Road By Herbert Macaulay Way, Yaba Lagos",,,,,Commercial Property FOR Rent,1000000,npc_mainland
"Sabo Alagomeji, Alagomeji Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,3000000,npc_mainland
Ilupeju Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4000000,npc_mainland
Alagomeji Sabo Alagomeji Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4000000,npc_mainland
Sabo Alagomeji Yaba Lagos,2.0,,,,Flat Apartment FOR Rent,3000000,npc_mainland
Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,npc_mainland
Sabo Alagomeji Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,4000000,npc_mainland
Yaba Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,4500000,npc_mainland
Alagomeji Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,6000000,npc_mainland
"Sabo Alagomeji, Yaba Lagos",,,,,Flat Apartment FOR Rent,1500000,npc_mainland
Sabo Alagomeji Yaba Lagos,2.0,,,,Flat Apartment FOR Rent,4500000,npc_mainland
Yaba Lagos,,,,,Commercial Property FOR Rent,1500000,npc_mainland
"Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,3500000,npc_mainland
"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",3.0,,,,Flat Apartment FOR Rent,6000000,npc_mainland
"Off Herbert Macaulay Way, Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,3000000,npc_mainland
Sabo Alagomeji Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,4500000,npc_mainland
"Yaba , Yaba Lagos",3.0,,,,Flat Apartment FOR Rent,3500000,npc_mainland
Yaba Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,5000000,npc_mainland
Alagomeji Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,7000000,npc_mainland
Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
Surulere Lagos,3.0,3.0,,,Commercial Property FOR Rent,4500000,npc_mainland
"Off Herbert Macaulay Way, Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
"Off Herbert Macaulay Way, Yaba ,lagos. Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,2800000,npc_mainland
Shomolu Lagos,,,,,Commercial Property FOR Rent,2500000,npc_mainland
Sabo Alagomeji Yaba Lagos,3.0,,,,Flat Apartment FOR Rent,6000000,npc_mainland
Agidingbi Ikeja Lagos,,,,,Commercial Property FOR Rent,25000000,npc_mainland
"In An Estate Off Herbert Macaulay Way, Yaba ,lagos. Yaba Lagos",3.0,3.0,,,House FOR Rent,9000000,npc_mainland
"Alagomeji, Sabo Yaba Lagos",,,,,Commercial Property FOR Rent,4500000,npc_mainland
"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",,,,,Commercial Property FOR Rent,5000000,npc_mainland
"By Herbert Macaulay Way, Yaba, Lagos Yaba Lagos",,,,,Commercial Property FOR Rent,5000000,npc_mainland
In An Estate In Yaba Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,5000000,npc_mainland
Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,6000000,npc_mainland
Yaba Lagos,3.0,2.0,,,Flat Apartment FOR Rent,4000000,npc_mainland
Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
Alagomeji Sabo Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,3500000,npc_mainland
Yaba Yaba Lagos,,,,,Commercial Property FOR Rent,3500000,npc_mainland
"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",3.0,3.0,,,Flat Apartment FOR Rent,5000000,npc_mainland
University Of Lagos Road Abule Oja Yaba Lagos,,,,,Commercial Property FOR Rent,3000000,npc_mainland
Yaba Lagos,,,,,Commercial Property FOR Rent,1500000,npc_mainland
"Anthony, Lagos Anthony Village Maryland Lagos",2.0,2.0,,,Flat Apartment FOR Rent,5000000,npc_mainland
"Off Herbert Macaulay Way, Yaba, Lagos. Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,5000000,npc_mainland
"Off Herbert Macaulay Way, Yaba, Lagos. Yaba Lagos",2.0,2.0,,,Flat Apartment FOR Rent,4500000,npc_mainland
Sabo Alagomeji Yaba Lagos,3.0,3.0,,,Flat Apartment FOR Rent,4500000,npc_mainland
"By Herbert Macaulay Way, Yaba, Lagos Yaba Lagos",,,,,Commercial Property FOR Rent,12000000,npc_mainland
Sabo Alagomeji Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
"Sabo Alagomeji, Alagomeji Yaba Lagos",,,,,House FOR Rent,42000000,npc_mainland
Sabo Alagomeji Alagomeji Yaba Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
Bariga Lagos,2.0,2.0,,,House FOR Rent,2500000,npc_mainland
Precisely Sawmill New Garage Gbagada Lagos,3.0,2.0,,,House FOR Rent,4000000,npc_mainland
Allen Avenue Ikeja Lagos,3.0,3.0,,,House FOR Rent,15000000,npc_mainland
Charlie Boy Gbagada Phase 1 Gbagada Lagos,2.0,3.0,,,House FOR Rent,4500000,npc_mainland
Magodo Gra Phase 1 Ojodu Lagos,2.0,3.0,,,House FOR Rent,3500000,npc_mainland
Allen Avenue Ikeja Lagos,4.0,4.0,,,House FOR Rent,16000000,npc_mainland
Millenuim Ups Gbagada Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
Gbagada Phase 1 Gbagada Lagos,2.0,2.0,,,House FOR Rent,5000000,npc_mainland
Mende Maryland Lagos,3.0,3.0,,,House FOR Rent,5000000,npc_mainland
Millenuim Ups Gbagada Lagos,3.0,3.0,,,House FOR Rent,5000000,npc_mainland
Ifako Gbagada Gbagada Lagos,2.0,2.0,,,House FOR Rent,3000000,npc_mainland
Allen Avenue Ikeja Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,npc_mainland
Magodo Gra Phase 1 Ojodu Lagos,3.0,3.0,,,House FOR Rent,5000000,npc_mainland
Omole Phase 2 Ojodu Lagos,5.0,5.0,,,House FOR Rent,25000000,npc_mainland
Magodo Gra Phase 2 Kosofe Ikosi Lagos,3.0,3.0,,,House FOR Rent,5000000,npc_mainland
Close To Charlie Boy Axis Gbagada Phase 1 Gbagada Lagos,1.0,2.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
Atunranse Estate Gbagada Lagos,2.0,2.0,,,House FOR Rent,4500000,npc_mainland
Anthony Village Maryland Lagos,4.0,4.0,,,House FOR Rent,13000000,npc_mainland
Community Road Adekunle Yaba Lagos,3.0,2.0,,,House FOR Rent,3500000,npc_mainland
Akoka Yaba Lagos,2.0,2.0,,,House FOR Rent,3500000,npc_mainland
Lsdpc Maryland Estate Maryland Lagos,5.0,5.0,,,House FOR Rent,15000000,npc_mainland
Agidingbi Ikeja Lagos,2.0,2.0,,,House FOR Rent,2500000,npc_mainland
Adeniyi Jones Ikeja Lagos,5.0,5.0,,,House FOR Rent,25000000,npc_mainland
Magodo Gra Phase 1 Ojodu Lagos,2.0,2.0,,,House FOR Rent,4000000,npc_mainland
Millenuim Ups Gbagada Lagos,1.0,1.0,,,Flat Apartment FOR Rent,2000000,npc_mainland
Ikorodu Road(ilupeju) Ilupeju Lagos,3.0,2.0,,,House FOR Rent,4000000,npc_mainland
Ifako Gbagada Gbagada Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1000000,npc_mainland
Magodo Gra Phase 2 Kosofe Ikosi Lagos,3.0,3.0,,,House FOR Rent,10000000,npc_mainland
Allen Avenue Ikeja Lagos,4.0,3.0,,,House FOR Rent,5000000,npc_mainland
Anthony Village Maryland Lagos,3.0,2.0,,,House FOR Rent,4500000,npc_mainland
Gbagada Phase 1 Gbagada Lagos,2.0,2.0,,,House FOR Rent,2500000,npc_mainland
Akoka Yaba Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1400000,npc_mainland
"Magodo Phase 2, Magodo Gra Phase 1 Ojodu Lagos",4.0,5.0,,,House FOR SALE,300000000,npc_mainland
Governors Road Iyana Ipaja Ipaja Lagos,2.0,3.0,,,House FOR Rent,1500000,npc_mainland
New Oko Oba Abule Egba Lagos New Oko Oba Abule Egba Lagos,2.0,3.0,,,Flat Apartment FOR Rent,5000000,npc_mainland
Liasu Off Governors Road Ikotun Egbe Egbe Idimu Lagos,2.0,3.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
Ipaja Road Lagos Ipaja Ipaja Lagos,2.0,2.0,,,Flat Apartment FOR Rent,1200000,npc_mainland
Giwa Aboru Iyana Ipaja Ipaja Lagos,1.0,1.0,,,Flat Apartment FOR Rent,700000,npc_mainland
An Estate In Aboru Iyana Ipaja Road Lagos Iyana Ipaja Ipaja Lagos,1.0,2.0,,,House FOR Rent,1000000,npc_mainland
Aboru Iyana Ipaja Ipaja Lagos,2.0,3.0,,,House FOR Rent,1600000,npc_mainland
Aboru Iyana Ipaja Road Lagos Iyana Ipaja Ipaja Lagos,2.0,1.0,,,House FOR Rent,900000,npc_mainland
Aboru Iyana Ipaja Road Lagos State Iyana Ipaja Ipaja Lagos,2.0,2.0,,,House FOR Rent,1500000,npc_mainland
Anthony Village Maryland Lagos,3.0,3.0,,,Flat Apartment FOR Rent,8000000,npc_mainland
Ilupeju Estate Coker Road Ilupeju Lagos,4.0,4.0,,,House FOR Rent,15000000,npc_mainland
Olusoji Idowu Ikorodu Road(ilupeju) Ilupeju Lagos,4.0,3.0,,,Commercial Property FOR Rent,8000000,npc_mainland
Arowojobe Mende Maryland Lagos,4.0,4.0,,,House FOR Rent,10000000,npc_mainland
Obanikoro Shomolu Lagos,2.0,2.0,,,Flat Apartment FOR Rent,2500000,npc_mainland
Obanikoro Shomolu Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1200000,npc_mainland
Shomolu Bariga Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1700000,npc_mainland
Randle Avenue Surulere Lagos,3.0,2.0,,,House FOR Rent,15000000,npc_mainland
Anthony Village Anthony Village Maryland Lagos,1.0,2.0,,,Flat Apartment FOR Rent,4000000,npc_mainland
Off Coker Coker Road Ilupeju Lagos,1.0,1.0,,,Flat Apartment FOR Rent,1500000,npc_mainland
Off Coker Coker Road Ilupeju Lagos,6.0,5.0,,,House FOR Rent,15000000,npc_mainland
Sura Mogaji Coker Road Ilupeju Lagos,4.0,4.0,,,House FOR Rent,15000000,npc_mainland
By Indian School Coker Road Ilupeju Lagos,3.0,3.0,,,House FOR Rent,10500000,npc_mainland
Off Emmauel Keshi Magodo Gra Phase 2 Kosofe Ikosi Lagos,4.0,5.0,,,House FOR Rent,20000000,npc_mainland
Magodo Ph2 Kosofe Ikosi Lagos,4.0,5.0,,,House FOR Rent,15000000,npc_mainland
Gra Ikeja Lagos,,,,,Commercial Property FOR Rent,300000,npc_mainland
Omole Phase 2 Ojodu Lagos,5.0,,,,House FOR Rent,25000000,npc_mainland
Magodo Gra Phase 2 Kosofe/ikosi Lagos,3.0,3.0,,,Flat / Apartment FOR SHORTLET,140000,npc_mainland
Ikeja Gra Ikeja Lagos,,,,,House FOR Rent,35000000,npc_mainland
Off Allen Avenue Ikeja Lagos,,,,200.0,Commercial Property FOR Rent,110000,npc_mainland
Ogba Ogba Lagos,,,,,Commercial Property FOR Rent,50000000,npc_mainland
Yaba Lagos,2.0,,,,Flat Apartment FOR Rent,4500000,npc_mainland
Ilupeju Lagos,4.0,,,,Flat Apartment FOR Rent,4000000,npc_mainland
